,Date,ID,Tweet,User
1352,2015-09-08,641170371698405376,"""Binary traders can use correlation tactics to trade gold and AUD/USD""
by Thomas Ellis
The AUD/USD is trading... http://t.co/SChHE11Qpy",BinaryVIP
1353,2015-09-07,640886866028400640,Is The Aussie Dollar On A 'Downer' Toward US$0.50-60 Range? @ForbesEurope #AUD/#USD #fx #currency Cites @KianaDanial http://t.co/88Zacxb4gd,AitkenRL
1354,2015-09-07,640886281006923776,@T2TGOLD All starting to mature nicely. Only laggard so far is AUD/USD. Great work as always guys. Thank you Ü,NigelMarks
1355,2015-09-07,640693995308494848,"Australian S&amp;P ASX 200 4,988.00 -52.60 (-1.04%)

Oil is hovering at $45.33 a barrel 

AUD/USD 0.6938 +0.0003... http://t.co/1vcIX2RSyV",mikewillson
1356,2015-09-06,640490278516867072,"its-veso:

AUD/USD suffered a poor GDP read and is pressured to the downside by China in... http://t.co/5e96deLk6F",Razerwares
1357,2015-09-06,640424190651314176,FXCM: AUD/USD April-May Range Expansion is at .6902 http://t.co/do11h16LCH,JAScapitalcom
1358,2015-09-04,639783187057672192,@RealOceanSky your AUD/USD trade is killing it right now. Thank you for your periscope last night 💯😎💯💯💯💯💯🍑🍑 #Wolf,EricLliguicota
1359,2015-09-04,639771640256143360,I think AUD/USD is going to drop.,pgtdr0001
1360,2015-09-04,639741632359755776,AUD/USD April-May Range Expansion Is At .6902 - http://t.co/6bgNBItqwD,dsebuysell
1361,2015-09-03,639543474509979649,AUD/USD April-May Range Expansion is at .6902 http://t.co/EcdpdXaB55,EINForexNews
1362,2015-09-02,639115896724652032,"Commentary: AUD/USD Down Under $0.7000 as HY, EM FX Pressure Remains: The broader USDOLLAR Index is aiming for... http://t.co/Ivscc9w1aq",CVecchioFX
1363,2015-09-02,639033736194064384,"AUD/USD Down Under $0.7000 as HY, EM FX Pressure Remains - http://t.co/RkfJKq0QWr 
The broader USDOLLAR Index is aiming for a retest ...",financeroll_
1364,2015-09-02,639012254650863617,AHHH the AUD/USD is at 0.69920. THE SKY IS FALLING.,Jwarne
1365,2015-09-02,638911730211426304,AUD - This is a macro economic cycle. China growing pains. AUD/USD will not see parity in less than a decade.,chrislorifx
1366,2015-09-02,638896111755747328,#humphreybo AUD/USD: Trading the Australian GDP: Australian GDP is the primary gauge of the production and gro... http://t.co/4QppGcAGVL,humphreybo
1367,2015-09-01,638859365009588225,"It has been a long time coming but the test of AUD/USD 0,70 is right here and now.",c_live_b
1368,2015-09-01,638608804003872768,"- Australian Commodity Prices y/y just released at -20.9%,-20.2% prior. AUD USD is trading @ 0.7118.

- UK... http://t.co/AIbLMqINRW",TradeWithRoyal
1369,2015-08-31,638185509211127808,"#ParabolicSAR #Trading is awful, I traded it for the last 5 hours on Aud/Usd 1 min charts and lost 11.5% #stocks #money #loss #finance #yolo",LaymanceTrading
1370,2015-08-31,638139829973192704,AUD/USD is weaker today as US central bankers failed to rule out the possibility of a September rate rise.,straightlinesco
1371,2015-08-28,637216582574469121,"#AUDUSD (#M15) #Pivot-Point is given up = Short! https://t.co/BEbNaqogDR via @JFD_Brokers
$AUD $USD #forex #forextrading #daytrading",CrissKaemmerer
1372,2015-08-28,637074615261511680,#AUD/USD Long term chart simplistic view is we either break support and trade to 62 or we hold and retest 80  #FX http://t.co/XxpDuIdCzD,saint1966
1373,2015-08-27,637018486699610112,AUD/USD: in a better bid environment; RBA next focus - FXStreet (Guatemala) - AUD/USD is currently trading at 0.71... http://t.co/ZvuQWPePyG,usabinaryoption
1374,2015-08-26,636422644183601152,"FxWirePro: AUD/USD Vega backspreads on HY vols mitigate downside risks: From the nutshells, it is understood t... http://t.co/xy8HNy6ulS",VolsStuff
1375,2015-08-25,636123321759870976,"The AUD USD is rising after Chinese PBOC cut rates, giving some hopes for more money in real sector and increase import, especially from AU.",Insider_FX
1376,2015-08-25,635967357001707521,AUD/USD testing on a minor recovery to key level: FXStreet (Guatemala) - AUD/USD is currently t... http://t.co/q31Ia6lVE1 #tech #science,anthonywlicausi
1377,2015-08-21,634789552670949376,AUD/USD lower is good for growth - HSBC http://t.co/qGxi9vRIEK,theeeapol
1378,2015-08-21,634786803875123200,AUD/USD lower is good for growth - HSBC - Click here for full details: http://t.co/W76jB4NOod.,forexmv15
1379,2015-08-21,634574382300397568,The AUD/USD exchange rate is so annoying bad at the moment 👎,Jaimi007
1380,2015-08-19,633813136584241152,$AUDUSD - AUD/USD SHORT CHANCE IS COMING. - https://t.co/dtRgIGBOc5,tradingview
1381,2015-08-18,633747968659603456,"Watch out and tell us what do you think ???

AUD/USD is changing hands within a sideways pattern formation while... http://t.co/o1zS2r81iQ",Iinvest_UK
1382,2015-08-18,633736580495052800,@BMEX_  forex is my favorite!  Aud/usd and other comdolls are my goto trades. What pairs do you follow?,RealNatasha12
1383,2015-08-18,633535700713869312,#Forex AUD USD is facing contradicted signals – Analysis - 18/08/2015 http://t.co/fQlMoh0sqM #Commodities,EconomiesCom
1384,2015-08-16,632794133225189376,"FXStreetUpdate: Market is still betting on a lower AUD/USD, seen breaking below 0.7200 by the end of the quarter http://t.co/QDoGcd5Ziv  #…",TheFxPlayer
1385,2015-08-14,632236956349427712,How come the GBP exchange rate is so bad for AUD &amp; USD. Really nails you. still i bought a cool pair of reptile skin Dr Martens though,tedk11
1386,2015-08-14,632225042156359681,AUD\USD – Bucking Catercorner the Pacific - The AUD\USD bartering is a unique and dynamic one in the world... http://t.co/FKXG97yPxf,LoperIsaiah
1387,2015-08-12,631467298885378048,"@GES_Forex just got back from work, looks like EUR/USD is bullish now, is the long term bearish EUR/USD over?? I see selling opp for AUD/USD",Hloni_Hlongwa
1388,2015-08-12,631296155679264768,"AUD/USD is stalling now okay, letting itself to reload",SunnyChopper
1389,2015-08-11,631119291933298689,"AUD/USD is heading towards 0.640000, now its testing  support 0.72000, fndmtls say current support be broken easily http://t.co/RFHGj7nZTQ",bandavalass
1390,2015-08-11,631024566131818496,The #audusd crashed after #China dropped the #Yuan currency value. The aud/usd is down to 0.73127. http://t.co/zdNPVXWOdf,OptionFair
1391,2015-08-11,630958805623267329,@DowdEdward Now there's a thought.  Hmmmm.  Matter of time.  AUD/USD is up shit creek with the slowdown in China.  So many others in trouble,jasonduke1984
1392,2015-08-10,630747832647991296,"The Commodities-China connection, AUD/USD and EUR/GBP see upside potential, Brent at $30 is a...  #AUD #FXStreet #USD http://t.co/ZGn3mQEYsl",fxdailywisdom
1393,2015-08-10,630740485733261312,"The Commodities-China connection, AUD/USD and EUR/GBP see upside potential, Brent at $30 is ... http://t.co/gEKI4K4D6E",africaminenews
1394,2015-08-07,629551625011499009,New article: AUD/USD: AUD Is Trading Higher After RBA Issued Upbeat Monetary Policy Statement read more at here http://t.co/l3IShyq25r,NikolaosK1942
1395,2015-08-07,629551623233142784,New article: AUD/USD: AUD Is Trading Higher After RBA Issued Upbeat Monetary Policy Statement read more at here http://t.co/HIXObp0jS2,GhaneAkan
1396,2015-08-07,629551559274201088,New article: AUD/USD: AUD Is Trading Higher After RBA Issued Upbeat Monetary Policy Statement read more at here http://t.co/nARebQXUYG,fecima
1397,2015-08-07,629546267518103552,AUD/USD IS EXPECTED TO TRADE AT 72¢ BY END OF 2015- WESTPAC,DavidJasonNjeru
1398,2015-08-06,629258778290982912,"AUD/USD Daily Outlook
Daily Pivots: (S1) 0.7327; (P) 0.7360; (R1) 0.7388; More...
AUD/USD is staying in range of 0.7233/7448 and intraday",celadcapital
1399,2015-08-06,629117934695088129,"AUD/USD .Does it really ?? I know if I didnt I would hang in there a few more seconds, sometimes is all that matters. http://t.co/cHrnPRQuGc",MajorCorpFX
1400,2015-08-05,628861605028212736,"Just been looking at this pair: The AUD / USD  ...

Depending in what the news is tomororrow and more loking to... http://t.co/moKSL5lIg5",colinjeffrey1
1401,2015-08-05,628827796836462592,"Aud/usd Forms Bearish Shark Pattern, Decline Till 0.7250 Is Possible http://t.co/M2mP7Hxqxv",IndoMT5
1402,2015-08-04,628480322993319936,Socgen thinks AUD/USD is still vulnerable to Chinese shocks and commodities and Westpac thinks cutting rates may be needed to weaken AUD.,ultraandfast
1403,2015-08-04,628413201802264576,"@Glennjam It has, which is why I asked the question initially about whether AUD/USD was an outlier or not.",Salameleon
1404,2015-08-03,628245026695442432,"The AUD/USD is  /- 100 pips from major support, should we be long? | Pipczar http://t.co/jLp3gZkXgP",EMiniSP360
1405,2015-08-03,628232302494138369,"The AUD/USD is  /- 100 pips from major support, should we be long? | Pipczar http://t.co/DkOg9BRT9u",Mik3hael
1406,2015-07-31,627089083093917696,"Live: Aud/usd Breaks Major Support 0.7250, Decline Till 0.7158 Is Possible http://t.co/XNwG405IR6",fxplusdigital
1407,2015-07-31,627081092051304448,"Aud/usd Breaks Major Support 0.7250, Decline Till 0.7158 Is Possible http://t.co/GXmhRyg5Yv #forexnews",forexrebateteam
1408,2015-07-31,627078382035939329,"Aud/usd Breaks Major Support 0.7250, Decline Till 0.7158 Is Possible: RES 4 :      0.... http://t.co/kVV7qPCd0d # http://t.co/NoJvYxBslK",BeritaTrading
1409,2015-07-31,627078381687803904,"Aud/usd Breaks Major Support 0.7250, Decline Till 0.7158 Is Possible http://t.co/mEqpTmpmck #forex #trading #USD",ForexSignalsEA
1410,2015-07-31,627075463869890564,"Aud/usd Breaks Major Support 0.7250, Decline Till 0.7158 Is Possible: RES 4 :      0.7350 (Jul 29th high)
RES ... http://t.co/671DrRowzM",ForexiClick
1411,2015-07-31,626933757870632960,"oh man, the AUD -&gt; USD exchange rate is lethal right now. YEESH.",jellybeansoup
1412,2015-07-30,626597089896566784,AUD/USD currently a major buy in waiting. Targets 0.75 then 0.78 whilst caution at 0.80. Long is the main objective.,CandasFinance
1413,2015-07-27,625807207494455296,"#FXStreet AUD/USD: Short-term is bearish - FXStreet - FXStreet (Guatemala) - Valeria Bednarik, chief analyst is FX... http://t.co/xWr6eV42jz",algonell
1414,2015-07-27,625691534961311748,"Our only focus is the EUR/USD AUD/USD GBP/USD. Keep it simple, if u dont see your setup,walk away. Good setups are your job. $ is the result",toptradertech
1415,2015-07-27,625676314100518913,@BTCHamm3r AUD\USD is 4 - check the FX trading conditions on the site,Marketsdotcom
1416,2015-07-25,625001648998322176,@1shankarsharma How abt AUD/USD at least 20% more downside is visible.,CA_Guj_Investor
1417,2015-07-24,624459749556404224,China is Key to Mr. Aussie’s Fate | AUD/USD Forex Trading Strategy #stocks #trading ... http://t.co/ctg7SeHbrz,NewsADVFN
1418,2015-07-24,624459498397278208,China is Key to Mr. Aussie’s Fate | AUD/USD Forex Trading Strategy #stocks #trading ... http://t.co/nbdVkulxHt,advfn
1419,2015-07-24,624459248181882881,China is Key to Mr. Aussie’s Fate | AUD/USD Forex Trading Strategy #stocks #trading ... http://t.co/PuAyO7sNaO,ADVFNplc
1420,2015-07-21,623399292863164416,"(FxWire Pro - Currency Forecast) * Lloyds Bank: AUD/USD is expected to reach 0.70 by end Q3, but steady recovery is likely thereafter .",pelias01
1421,2015-07-21,623380629279764480,"* Lloyds Bank: AUD/USD is expected to reach 0.70 by end Q3, but steady recovery is likely thereafter",Zoukers
1422,2015-07-21,623315663466070016,#FX AUD/USD offered on neutral RBA June minutes: FXStreet (Guatemala) - AUD/USD is currently 0.7366 w... http://t.co/2QwL2wKdZM #economy,GusFuentes_
1423,2015-07-20,623143580052377600,China is Key to Mr. Aussie’s Fate | AUD/USD Forex Trading Strategy | Invest Diva  #forex #trading #c http://t.co/HrqgZZTfnY,KianaDanial
1424,2015-07-20,623042677920165889,AUD\USD – Bucking Across the Pacific - The AUD\USD pass is a unique and enterprising one newfashioned the... http://t.co/DnzDl7C2dz,ShanahanJanet
1425,2015-07-20,622921490837712897,"The most common denomination is the blue 50,000rp note (roughly $5 AUD/USD) or the red 100,000rp notes http://t.co/HHUOqxdxec",theganeshbali
1426,2015-07-16,621780349471690752,AUD/USD weakness is lifting the economy: RBA's John Edwards says http://t.co/gtKgsc3uzL,henryliucnt
1427,2015-07-16,621780267854725120,AUD/USD weakness is lifting the economy: RBA's John Edwards says http://t.co/dvCUEaC7Ou,HenryLiuForex
1428,2015-07-16,621663652869902336,@ThePremService is that for AUD/USD?,JoelMacPhersonR
1429,2015-07-15,621247098365673472,AUD/USD .7560-.7600 Zone is Important http://t.co/eUdhmKJG82,TradrBot
1430,2015-07-09,619211742560800769,"@deranged_trader I'm on stockbuz if you want to chat. I'm short EUR/JPY, AUD/USD, /CL. /ES this weeks H/L is what I'm watching",TraderRy
1431,2015-07-09,619106745378430980,Gold is a joke and that's not helping $AUD/ $USD trading http://t.co/HD2m2MtzhH #forex #forextrading http://t.co/ud09LncRzn,theforexacademy
1432,2015-07-08,618573344242151424,The AUD/USD is presently trading around the 0.7450 and trying to stay within reach of the 0.75 level. http://t.co/Fukq3oQKAr,lorthongchhay
1433,2015-07-07,618422264594206720,Seems tomorrow's even gonna be a worse day for AUD/USD! #AUD is going down like there is no tomorrow!,salvn
1434,2015-07-07,618357198704373760,...and AUD/USD is playing nicely today! :-) Using the opportunity to load up on USD/JPY shorts.,1hourworkweek
1435,2015-07-07,618282011199836160,Rates unchanged... how long can they hold it for? as the AUD/USD is still higher than RBA wants it to be... https://t.co/pHnhiyTBbW,tg_invest
1436,2015-07-06,618056209950572544,The AUD marked a belittling break on AUD/USD and is predisposed w/ extraordinary patterns for other AUD paired forex. http://t.co/1QgS3Qu4ZX,mrrobertstjohn
1437,2015-07-06,618005470217900032,AUD\USD – Bucking Oblique the Pacific - The AUD\USD even trade is a unique and dynamic one in the world of... http://t.co/4iAxTEHdGF,EasleyLarkins
1438,2015-07-06,617980743315234816,AUD/USD intraday Outlook: The current trend is bearish  http://t.co/40EaXoR0Hh,Netotrade
1439,2015-07-02,616555961696808960,"Now aud/usd is going like it should be, but it must re low at first. And then 0.69",gurosava
1440,2015-07-02,616549322046332928,"AUD/USD ($XAD $FXA) is down almost to a new low here, which could trigger &lt; H&amp;S neckline to $71. Treating as bearish. http://t.co/glhv2xws20",ChartLines
1441,2015-06-29,615474425853554688,"@LanceCoyote Yeah, I looked on there and they had a great deal but $130 shipping is crazy. Poor AUD&gt;USD power, too.",sweetntender
1442,2015-06-26,614343005839970304,aud/usd watching area 7695 may  hold out support for buyers. although Greece is just holding everything back perhaps till June ends??,FXspacetrader
1443,2015-06-25,613979410597847040,AUD/USD Could Fall Sharply Once The Channel Support Is Taken Out http://t.co/deES0CCDFO More about $AUDUSD: http://t.co/L6DHuLK9Bh #AUDUSD,Sentifi_US
1444,2015-06-23,613161762846740481,$AUDUSD chart: AUD/USD Is Setting Up For A Move Higher or Lower. http://t.co/RlSZwe2pr3,unique4x
1445,2015-06-22,612856770881548288,Is Aussie to high? #aud/usd #forex #exchangerates #ironoreprices http://t.co/sPyLo9PkyS http://t.co/jbwq9nCFuK,fxwebnews
1446,2015-06-18,611630555545927680,AUD/USD 1-3 month: Eventual resumption of the strong US dollar trend should weigh on the AUD during the next few months.Target is 0.7500.,Opus_104
1447,2015-06-18,611325083584368642,"@MarcoMNYC STIRs fall. another trade that reflects this is short aud/usd for example. i just picked what, in my mind, are best lookin charts",bondskew
1448,2015-06-17,611148731577184256,"Forex News from New Forex: Technical analysis of AUD/USD

In the 4-hour timeframe the pair is  http://t.co/CUEwxNWR63 http://t.co/YWAZToJ74G",O_NewForex
1449,2015-06-17,611148311865765888,"Forex News from New Forex: Technical analysis of AUD/USD

In the 4-hour timeframe the pair is  http://t.co/N8cR1EY7Zo http://t.co/06C6T9DehA",MonAnaAna
1450,2015-06-17,610962346803077120,AUD/USD and NZD/USD is at the top of it's game I'M GOING IN,CinderfellaD
1451,2015-06-16,610774162454519808,Here is your FREE Signal AUD/USD down 1pm 0.77445 #FREESignal #iWant2Trade,iwant2tradeuk
1452,2015-06-11,609092250031652864,LIVE: U.S. retail sales rose 1.2% in May. The latest #fx reaction with @kathylienfx is next. #aud #usd #currency @SkyBusiness #ausbiz,dan_murphy
1453,2015-06-11,608934438005673984,Yesterday i said there was a AUD/USD pattern which is right now running in profit......................,8Pacs
1454,2015-06-11,608880551899095040,"$AUDUSD - AUD/USD is trading above trendline resistance, targets 0.7850 - http://t.co/8w5usB75eV",BLUETROMOS
1455,2015-06-10,608718367483023360,"$AUD/USD is consolidating in a horizontal channel pattern. Currently, the pair is approaching the upper line of the p http://t.co/XLbx35OmdG",Trading_Tools
1456,2015-06-08,607723248088956928,AUD/USD just blessed me and then I claimed the reversal 😍I think scalping is the way forward for me,Pharaoh_369
1457,2015-06-04,606512794419269632,"AUD/USD lost its bottle

AUD/USD is currently trading at 0.7685 with a high of 0.7781 and a low of 0.7663.... http://t.co/occUG98dbi",OctaFX
1458,2015-06-04,606425078541094913,"Aussie Dips Following Soft Trade Data: AUD/USD is trading heavily, and also posted two-day lows against the ye... http://t.co/UUTTga3Vtj",fxcircles
1459,2015-06-03,606123428924522496,"DONE trading $AUD.USD this week. Between OPEC and Greek/EURO talks, this thing is beating me. Managed risk like a Ninja though @ClayTrader25",VermontTrades
1460,2015-06-03,606031213598507008,"@GtsMarkets Latest #Analysis- AUD USD rallies strongly 03/06/2015
Expected trading range for today is between 0.7700 support and 0.7900",GtsMarkets
1461,2015-06-03,605980377350569984,"Aud/usd lastnight was very pip pip pip, but I lost out on Australia indices' so did not make as much as intended. Trading is always learning",MEGASPOCK
1462,2015-06-02,605595016153591808,#forex #RBA is stated that #AUD further depreciation is necessary &amp; sell AUD/USD #Fundamental hasn't changed yet.,odowcapital
1463,2015-05-29,604225701345124352,"Technical analysis of AUD/USD for May 29, 2015

Overview: 

The AUD/USD pair is moving in a downtrend this week.... http://t.co/lkxRkTAGLm",ForexcoPortal
1464,2015-05-28,603848701820456960,"AUD/USD – Is the Bullish Correction Over? #""technicalanalysis"" http://t.co/UhvwwPfEyx",TMRanalytics
1465,2015-05-28,603757632038383616,AUD/USD next immediate target is 0.76 http://t.co/RoWIf3FbP6,Tourzillion
1466,2015-05-27,603511175612096512,AUD/USD is going down and down...Try to find an entry!!! #forex #AUDUSD http://t.co/BqrSabHAei,TimmFlorian
1467,2015-05-26,603095475839860737,AUD/USD is looking further bearish on charts. Register for the trial &gt;&gt;https://t.co/7IUX70Vnad,emma07harrison
1468,2015-05-24,602592144692391936,"Testing live now ...First test aud/usd good @ 36 this hour.next is @48.
Under biz and finance ..Dead Eye Dick Options http://t.co/hLAuU3n6Ar",DeadEyeDickFx
1469,2015-05-21,601207799104802816,"$PBMD currently trading .16 in Australia - so about $4ish~ USD 

ADR is 30:1 &amp; AUD/USD @ .7893",d4ytrad3
1470,2015-05-19,600672626177085440,LOOK: AUD/USD is weak as RBA minutes detail desire for policy flexibility – Scotiabank http://t.co/uKOKKZ7QBB $A… http://t.co/Rbbu3NBwuf,fake_muse
1471,2015-05-19,600644746185469952,"Aud/usd getting close to 7900. There is a massive potential there for move up. Small risk, lets see how it plays out.",BartoshG
1472,2015-05-19,600533858287620096,#FX AUD/USD the Perfect Pair for Short: The Australian dollar is continuing to look bearish against the US dollar… http://t.co/ABwsx1cm7G,manag7dorama
1473,2015-05-19,600496667855585280,AUD/USD – Support at 0.80 Being Severely Tested - To start this new week the Australian dollar is enjoying some su... http://t.co/cXS64KViD7,nbsforex
1474,2015-05-16,599613506061672449,AUD/USD: Consolidation Is Finally Over https://t.co/li73xavbJq,GeorgiPiskov
1475,2015-05-16,599422854858461184,AUD\USD – Bucking Overthwart the Still as death - The AUD\USD trade is a unique and dynamic worldling in... http://t.co/a0dgkfKNh9,SeeleyThomason
1476,2015-05-15,599282704455204864,AUD/USD Stalls at Year Open; Breakout Focus is on .8300s - http://t.co/6PipdZF8JM http://t.co/sAf04jVnhR,nxtwire
1477,2015-05-15,599040448200454144,Long AUD/USD 3rd time lucky perhaps.. weekly crossover is strong &amp; daily swing retracing to support. target just under 83.,Dwyzee
1478,2015-05-15,599020524497346561,AUD/USD Stalls at Year Open; Breakout Focus is on .8300s http://t.co/7v76oKYH93,bigdata2063
1479,2015-05-14,598953069951524865,AUD/USD Stalls at Year Open; Breakout Focus is on .8300s http://t.co/NtMnw0SPMi #forex,forexontrade
1480,2015-05-14,598926442697781248,AUD/USD Stalls at Year Open; Breakout Focus is on .8300s http://t.co/nh6AE6Dart,MeiMiii2019
1481,2015-05-14,598900786748338177,AUD/USD: expected trading is R 0.8240 &amp; S 0.7920. Bullish  More accurate financial forecast order on http://t.co/31nxIBZFey.,BoursajeeClub
1482,2015-05-14,598781241769402368,how much more evidence is needed? AUD/USD moving in harmony - out USD=in AUD. USFed must be delighted with RBA obeying orders #auspol,reynardvi
1483,2015-05-14,598754547201277952,#audusd Sell AUD/USD The pair is falling after reaching the resistance of trend line #forex http://t.co/dmSL57eetW,noafxsupport
1484,2015-05-14,598669947729027072,JUST MADE OVER $140 IN 3 MINUTES --- THIS IS GETTING REALLY FUN ----- LOOK AT THIS ---&gt; 508429 AUD/USD  Call... http://t.co/0NWls5FDcS,sexybaldjames
1485,2015-05-14,598669875301773312,AUD/USD is pushing it hard. Do you think it will break above 23% Fibonacci? http://t.co/9wZvHvN0EO #AUDUSD #forex #Australia,InvestDiva
1486,2015-05-13,598312581229629443,"Blaaaaaarrrgh... The current AUD USD exchange rate is like, 77 cents to the dollar.",brittanymoo
1487,2015-05-12,598252816705064960,AUD/USD is Bullish above .7785 http://t.co/y8j0xPKJzy via @DailyFX,amurnyamka555
1488,2015-05-12,598204285134987264,AUD/USD is Bullish above .7785 http://t.co/fv2x5nZfAt via @DailyFX,foysol000
1489,2015-05-11,597738662114271232,#Bitcoin The #AUD/USD has shifted from a bearish trend into a sideways market and is also building a http://t.co/1UEr6p3M62,ForexMinuteNews
1490,2015-05-11,597724458967638016,AUD/USD is preparing for down move ?,MarketQuake
1491,2015-05-10,597476470261424128,AUD/USD can only get 15 bps out of China rate cut. Maybe common sense is starting to prevail.,ericbeebo
1492,2015-05-08,596504233773498368,"@alaidiPremiumFX Ashraf - I am surprise by  AUD/USD strength. Employment &amp; China #'s were bad, but Aussie is not going down.Thanks",Amahesh777
1493,2015-05-07,596150420382175232,"$AUD/USD at 0.8075 is key. If broken, could open extension higher and have possible implication to USDX #Elliottwave #Forex #AUD",cmellon1976
1494,2015-05-05,595694913901207552,"#fxtalk|| AUD/USD: Trading the Australian Employment Change - Australian Employment Change, which is released mont... http://t.co/mQHBBadJBH",Forex_Dog
1495,2015-05-05,595661898869317632,so you cut rates and the Aud/Usd is up 1.4%....and the dairy numbers suck for the 4th report in a row and the NZD/USD is up .5%..ok,rmasail
1496,2015-05-05,595507005546180608,@vivekchoraria Tata Steel is more corelated (directly) to AUD USD,ap_pune
1497,2015-05-05,595474066796077056,"and btw my aud/usd stop is in 0,7870",one9sixnorth
1498,2015-05-05,595464938744872960,"the global n local eco did prompt a cut and the outlook is questionable , any improve on us us data with promt rts talk  . aud/usd",leroylyons
1499,2015-05-05,595457318579372032,AUD/USD is not real movers..,taru_babel
1500,2015-05-05,595408645963165696,'AUD/USD: Dips on trade balance; Main event is RBA' via @FXstreetNews for iOS http://t.co/oXxtNPkdxm,0Limits
1501,2015-05-04,595123076368568321,"AUD/USD is dropping on the back of yet further lacklustre economic events from Australia's largest trading partner, China.",ForexGN
1502,2015-05-04,595074552419389440,Resilient AUD/USD is No Friend of RBA - http://t.co/T0VL22NHzs,stuartmcphee
1503,2015-05-01,594103710785085442,DLOVEINVEST: AUD/USD: WAITING CAN TAKE TIME BUT PATIENCE IS PRICELESS ......... http://t.co/XK4hNgQd1D,davidlordlove
1504,2015-05-01,594079362401574912,AUD/USD Daily Outlook - Intraday bias in AUD/USD remains neutral for the moment. Further rise is still expected as... http://t.co/dWpgZ6FkIH,forexmentor411
1505,2015-04-30,593885594314379265,Why @BlackRock is shorting $A and buying mortgage-backed securities. http://t.co/yoodlIYusz #forex #ausproperty #ausbiz #AUD #USD,FinancialReview
1506,2015-04-29,593548810359414784,"AUD/USD making ground not quite sure what is going on with equities, sell in May and go away effect? :p",JoakimW
1507,2015-04-28,593042375104040960,This Australian dollar is BONKERS LOL. AUD/USD $6A_F,Viceroy_NVH
1508,2015-04-28,593031923192168448,"Three Reasons why $AUDUSD is Bullish
http://t.co/FXddCHPiSJ
#FOREX #FX $AUD $USD #Trade @fxcomment2015 http://t.co/3NCdy8et4D",amirelaraby75
1509,2015-04-28,593030187333373952,"3 Reasons why #AUDUSD is Bullish
#Forex #FX $AUD $USD #Trade
http://t.co/m2tBXFl5iX http://t.co/imvjrz0B8N",Ofeeddotcom
1510,2015-04-28,593004173722923009,AUD/USD is up near 0.8000 again. Does that force the #RBA to cut in May?,PropexAustralia
1511,2015-04-28,592852714134052864,Is the Aussie climbing back to US80c? http://t.co/dO1ih5JbhS #currency #FX #AUD #USD #GBP http://t.co/paGcoJwvDX,BusinessSpec
1512,2015-04-28,592850113464242177,"@bennyT80 AUD/USD, a close over .79 and we should see the .827ish imo. Long term trend is down, but chance at a base on the daily?",bennyT80
1513,2015-04-26,592296022128336896,AUD/USD is likely to face increased volatility in the week ahead amid the key developments coming out of the U.S. economy.,BOBODESIRES
1514,2015-04-25,591755781281710080,"AUD/USD to Eye March High on Less-Dovish RBA, Fed Delay: AUD/USD is likely to face increased volatility in the... http://t.co/lgFpiZkr3Q",elnuevoparquet
1515,2015-04-25,591755779335528448,"AUD/USD to Eye March High on Less-Dovish RBA, Fed Delay: AUD/USD is likely to face increased volatility in the... http://t.co/AhQuvVDd5p",aytalento
1516,2015-04-25,591755777737498624,"Forex News: AUD/USD to Eye March High on Less-Dovish RBA, Fed Delay: AUD/USD is likely to face increased volat... http://t.co/f5ERDQwfn4",R40Live
1517,2015-04-25,591755370906845184,"AUD/USD to Eye March High on Less-Dovish RBA, Fed Delay: AUD/USD is likely to face increased volatility in the... http://t.co/u7oeSCHZEv",fyrreman
1518,2015-04-25,591754575138398208,"AUD/USD to Eye March High on Less-Dovish RBA, Fed Delay - AUD/USD is likely to face increased volatility in the we... http://t.co/wJDaVXjRWL",RFYDNorg
1519,2015-04-24,591642758357643265,Just took 1 trade today AUD/USD and won coz the market is being odd when its friday and also base on our signal... http://t.co/3wNYU45hZQ,DU30_News
1520,2015-04-23,591111624372723712,China HSBC Manufacturing data is out – check out trades for AUD/USD &amp; MORE! #rockstarprofits http://t.co/BatK4RHjAg,GoldApprentice
1521,2015-04-23,591082008757071872,"In today's trading insights video, our analyst Nicholas Teo is covering Singapore Airlines and the #AUD #USD https://t.co/cF9tKOvT21",CMCMarketsSG
1522,2015-04-22,590815152779304962,@DarkestKale I wanted to buy them alllll but the AUD&gt;USD is too gross right now. All in I’m at about $135USD with shipping #owch,urbanneurosis
1523,2015-04-21,590505891528577024,Weekly charts show higher RSI despite low price patterns. although trend is undeniably towards lower AUD/USD .. #audusd,elliotmtrader
1524,2015-04-20,590116961817759744,"All focus of Fx traders is on USD/CAD and AUD/USD today 
#forex",husseinalishah
1525,2015-04-17,588862580858425344,"#AUD/USD found some buyers at 0.75, aggressively bounced off support &amp; through 50d moving avg which is now turning http://t.co/KqiccKeDIh",MarketCheck1
1526,2015-04-15,588409414169841664,"tomorrow 6am Nigeria time eur/usd, gbp/usd, nzd/usd, aud/usd, SELL, i will sell when there is a candle reversal formation",olimxchang3
1527,2015-04-14,587945462553935873,"AUD/USD falls to daily lows as gold resumes downtrend to 1,900: FXStreet (Tokyo) - The Australian Dollar is tr... http://t.co/3Izd9RMTiX",MasterforexVcom
1528,2015-04-13,587531950740508672,AUD/USD is getting ravage by poor China data. Opportunities to short. With weak data and commodities demand. Rate cut looms. I'm bearish AUD,stoacapital
1529,2015-04-13,587438763552415746,AUD/USD is the only factor currently reflecting reality,Kcrimson714
