Date,Date,Headline
2012-05-31,2012-05-31,"Forex - AUD/USD off 6-month low, Spain concerns weigh"
2012-05-31,2012-05-31,Forex - NZD/USD higher but upside seen limited
2012-05-31,2012-05-31,Forex - EUR/USD close to 23-month low as Spain fears escalate
2012-05-30,2012-05-30,"Forex - Dollar dips on housing data, profit taking"
2012-05-30,2012-05-30,"Forex - USD/JPY dips on housing data, Europe woes"
2012-05-30,2012-05-30,Forex - EUR/USD steady after sliding on European debt woes
2012-05-30,2012-05-30,Forex - Greenback soars on euro zone fears
2012-05-30,2012-05-30,Forex - EUR/USD breaks below 1.2400 level on Spanish worries
2012-05-30,2012-05-30,Dollar strengthens broadly on euro zone debt woes
2012-05-30,2012-05-30,Forex - GBP/USD extends losses on euro zone fears
2012-05-30,2012-05-30,"Forex - EUR/USD extends losses, hits fresh 22-month low"
2012-05-30,2012-05-30,Forex - USD/CAD rallies in risk off trade
2012-05-30,2012-05-30,Forex - EUR/JPY tumbles to more than 4-month low
2012-05-30,2012-05-30,Dollar remains broadly higher as markets focus on euro zone
2012-05-30,2012-05-30,Forex - GBP/USD trims losses after European Commission report
2012-05-30,2012-05-30,Forex - EUR/USD finds support after EU commission comments
2012-05-30,2012-05-30,"Euro extends losses vs. dollar, yen after Italian bond auction"
2012-05-30,2012-05-30,"Euro extends losses vs. dollar, yen after Italian bond auction"
2012-05-30,2012-05-30,Forex - USD/CHF hits 15-month high amid flight to safety
2012-05-30,2012-05-30,Forex - EUR/USD extends losses after Italian debt auction
2012-05-30,2012-05-30,Dollar broadly higher vs. rivals amid sustained Spain worries
2012-05-30,2012-05-30,Forex - GBP/USD hits 4-month low as Spain fears intensify
2012-05-30,2012-05-30,"Forex - USD/JPY edges lower on Spain worries, BoJ comments"
2012-05-30,2012-05-30,"Forex - AUD/USD falls to 3-day low, focus on Spain"
2012-05-30,2012-05-30,Forex - NZD/USD lower as Spain worries escalate
2012-05-30,2012-05-30,Forex - EUR/USD near two-year low on Spain concerns
2012-05-29,2012-05-29,"Forex - AUD/USD drops on Spain concerns, sluggish retail sales"
2012-05-29,2012-05-29,Forex - Dollar gains on escalating Spanish financial distress
2012-05-29,2012-05-29,Forex - EUR/USD continues slide on Spanish finance concerns
2012-05-29,2012-05-29,Forex - Greenback climbs on flight to safety from Spanish woes
2012-05-29,2012-05-29,Forex  - Spanish fears knock down EUR/USD
2012-05-29,2012-05-29,Dollar in tight range in cautious trade
2012-05-29,2012-05-29,"Forex - GBP/USD almost unchanged, markets eye Spain"
2012-05-29,2012-05-29,Forex - EUR/USD steady in quiet trade as Spain in focus
2012-05-29,2012-05-29,Forex - EUR/JPY steady as markets eye E.Z. developments
2012-05-29,2012-05-29,Dollar turns higher as Spain fears intensify
2012-05-29,2012-05-29,"Forex - GBP/USD erases gains, euro zone concerns dominate"
2012-05-29,2012-05-29,Forex - EUR/USD slips lower amid mounting concerns over Spain
2012-05-29,2012-05-29,"Euro lower after ECB comments, Spain bond auction"
2012-05-29,2012-05-29,Forex - USD/CHF little changed in cautious trade
2012-05-29,2012-05-29,Forex - EUR/GBP steady after Spanish bond auction
2012-05-29,2012-05-29,Dollar in tight range as Spain woes support safe haven demand
2012-05-29,2012-05-29,Forex - GBP/USD edges higher but Spain worries cap gains
2012-05-29,2012-05-29,"Forex - USD/JPY steady, focus on euro zone"
2012-05-29,2012-05-29,Forex - NZD/USD edges higher but upside limited
2012-05-29,2012-05-29,"Forex - AUD/USD rises after Australian data, Spain worries persist"
2012-05-29,2012-05-29,Forex - EUR/USD near 22-month low on Spain fears
2012-05-28,2012-05-28,"Forex - USD/JPY up on Spanish worries, Japanese data"
2012-05-28,2012-05-28,Forex - Dollar gains on Spanish financial concerns
2012-05-28,2012-05-28,Forex - EUR/JPY falls as Spanish jitters cloud Greek optimism
2012-05-28,2012-05-28,Forex - EUR/USD dips on Spanish finance jitters
2012-05-28,2012-05-28,Forex - EUR/USD higher on Greek hopes despite Spanish troubles
2012-05-28,2012-05-28,Dollar remains lower but Spain woes lend support
2012-05-28,2012-05-28,"Forex - GBP/USD moderately higher, E.Z. worries weigh"
2012-05-28,2012-05-28,Forex - EUR/USD trims gains as Spanish borrowing costs rise
2012-05-28,2012-05-28,Forex - USD/CAD lower as U.S. markets closed for holiday
2012-05-28,2012-05-28,"Forex - EUR/JPY steady, close to four-month low"
2012-05-28,2012-05-28,Dollar remains broadly lower amid Greece hopes
2012-05-28,2012-05-28,Forex - GBP/USD holds gains as markets eye Athens
2012-05-28,2012-05-28,Forex - EUR/USD remains higher amid Greece hopes
2012-05-28,2012-05-28,"Euro finds support, but remains vulnerable"
2012-05-28,2012-05-28,Forex - USD/CHF slips lower as Greek exit fears recede
2012-05-28,2012-05-28,Forex - EUR/GBP pushes higher but gains limited
2012-05-28,2012-05-28,Dollar turns lower as Greece exit worries subside
2012-05-28,2012-05-28,Forex - GBP/USD edges up as Greece exit fears ease
2012-05-28,2012-05-28,Forex - USD/JPY falls to 3-day low after BoJ minutes
2012-05-28,2012-05-28,Forex - NZD/USD rallies as market sentiment improves
2012-05-28,2012-05-28,Forex - AUD/USD rises to 4-day high in subdued trade
2012-05-28,2012-05-28,Forex - EUR/USD higher after Greek opinion polls
2012-05-27,2012-05-27,Forex - NZD/USD surges on hopes Europe crisis will ease
2012-05-27,2012-05-27,Forex - Dollar falls on Greek political polls
2012-05-27,2012-05-27,Forex - EUR/USD up on polls showing Greek support for euro
2012-05-27,2012-05-27,Forex - GBP/USD up during the Asian session
2012-05-27,2012-05-27,Forex - USD/JPY down in Asian trade
2012-05-27,2012-05-27,Forex - EUR/USD up during the Asian session
2012-05-25,2012-05-25,Forex - Dollar firms on robust consumer sentiment data
2012-05-25,2012-05-25,Forex - USD/JPY up on robust U.S. consumer data
2012-05-25,2012-05-25,"Forex - EUR/USD lower on Spanish fears, firm U.S. confidence data"
2012-05-25,2012-05-25,U.S.dollar slightly higher on Spanish fears
2012-05-25,2012-05-25,Forex - EUR/USD higher on Greek hopes
2012-05-25,2012-05-25,Forex - AUD/USD up in European trading hours
2012-05-25,2012-05-25,Forex - USD/CHF down during the European session
2012-05-25,2012-05-25,Forex - EUR/USD up in European trading hours
2012-05-25,2012-05-25,Forex - GBP/USD up during the European session
2012-05-25,2012-05-25,Forex - EUR/GBP up during the European session
2012-05-25,2012-05-25,Forex - GBP/USD up during the European session
2012-05-25,2012-05-25,Forex - EUR/GBP up during the European session
2012-05-25,2012-05-25,Forex - EUR/USD up during the Asian session
2012-05-25,2012-05-25,Forex - GBP/USD down in Asian trade
2012-05-25,2012-05-25,Forex - EUR/CHF up in Asian trading hours
2012-05-25,2012-05-25,Forex - USD/CHF up during Asian trade
2012-05-25,2012-05-25,Forex - EUR/GBP up during the Asian session
2012-05-24,2012-05-24,Forex - USD/JPY up during Asian trade
2012-05-24,2012-05-24,Forex - USD/CAD up in Asian trading hours
2012-05-24,2012-05-24,Forex - AUD/USD down during Asian trade
2012-05-24,2012-05-24,Forex - EUR/USD up during the Asian session
2012-05-24,2012-05-24,Forex - EUR/JPY up during Asian trade
2012-05-24,2012-05-24,Forex - GBP/JPY up during the Asian session
2012-05-24,2012-05-24,Forex - EUR/USD up in Asian trade
2012-05-24,2012-05-24,Forex - USD/JPY up during Asian trade
2012-05-24,2012-05-24,Forex - EUR/USD up during the Asian session
2012-05-24,2012-05-24,Forex - NZD/USD up in Asian trade
2012-05-24,2012-05-24,Forex: U.S. dollar higher on euro zone fears
2012-05-24,2012-05-24,Forex - EUR/USD flat on euro zone fears and weak U.S. data
2012-05-24,2012-05-24,Dollar in tight range after U.S. manufacturing data
2012-05-24,2012-05-24,Forex - GBP/USD steady after U.S. economic data
2012-05-24,2012-05-24,Forex - EUR/USD remains weak near 22-month low
2012-05-24,2012-05-24,Forex - USD/CAD erases gains after U.S. manufacturing data
2012-05-24,2012-05-24,"Forex - EUR/JPY eases off 4-month low, focus on euro zone"
2012-05-24,2012-05-24,Dollar in narrow range after U.S. manufacturing data disappoints
2012-05-24,2012-05-24,"Forex - GBP/USD trims losses, remains under pressure"
2012-05-24,2012-05-24,Forex - EUR/USD steady close to 22-month low after dismal data
2012-05-24,2012-05-24,Euro steady close to multi-month lows after dismal data
2012-05-24,2012-05-24,"Forex - USD/CHF erases gains, but euro zone woes support"
2012-05-24,2012-05-24,"Forex - EUR/GBP little changed after euro zone, U.K. data"
2012-05-24,2012-05-24,Dollar higher as euro zone PMI data disappoints
2012-05-24,2012-05-24,Forex - GBP/USD hits 2-1/2 month low as euro zone fears weigh
2012-05-24,2012-05-24,Forex - EUR/USD hits fresh 22-month low after German PMI
2012-05-24,2012-05-24,Forex - USD/JPY steady as markets focus on euro zone
2012-05-24,2012-05-24,"Forex - AUD/USD edges higher, remains close to 6-month low"
2012-05-24,2012-05-24,"Forex - NZD/USD higher, gains capped by Greece worries"
2012-05-24,2012-05-24,"Forex - EUR/USD steady, hovering close to 22-month low"
2012-05-23,2012-05-23,Forex - Dollar firms as Europe summit reveals policy rifts
2012-05-23,2012-05-23,Forex - EUR/JPY falls as Germany balks at eurobond issue
2012-05-23,2012-05-23,Forex - EUR/USD steady up after hitting 22-month low
2012-05-23,2012-05-23,Forex - EUR/USD down at the end of U.S. session
2012-05-23,2012-05-23,Forex - EUR/USD down in U.S. trading hours
2012-05-23,2012-05-23,Forex - USD/JPY down in U.S. trade
2012-05-23,2012-05-23,Dollar hits multi-month highs as EU summit ahead
2012-05-23,2012-05-23,"Forex - GBP/USD remains lower, markets turn to EU talks"
2012-05-23,2012-05-23,Forex - EUR/USD hits 22-month low ahead of EU summit
2012-05-23,2012-05-23,Forex - USD/CAD trims gains after robust Canadian retail data
2012-05-23,2012-05-23,Forex - EUR/JPY close to four-month low on Greece concerns
2012-05-23,2012-05-23,Dollar broadly higher as EU summit looms
2012-05-23,2012-05-23,"Forex - GBP/USD trims losses, focus on EU talks"
2012-05-23,2012-05-23,Forex - EUR/USD close to 21-month low ahead of EU summit
2012-05-23,2012-05-23,Forex - EUR/GBP remains lower despite weak U.K. data
2012-05-23,2012-05-23,Forex - USD/CHF hits four-month high in risk-off trade
2012-05-23,2012-05-23,Dollar broadly higher as fresh Greece exit fears hit sentiment
2012-05-23,2012-05-23,Forex - GBP/USD pushes lower after U.K. retail sales data
2012-05-23,2012-05-23,"Forex - GBP/USD lower on fresh Greece fears, summit uncertainty"
2012-05-23,2012-05-23,Forex - USD/JPY lower after BoJ policy statement
2012-05-23,2012-05-23,Forex - NZD/USD drops as market sentiment wanes
2012-05-23,2012-05-23,Forex - AUD/USD tumbles to 6-month low ahead of EU talks
2012-05-23,2012-05-23,Forex - EUR/USD nears 21-month low on Greece worries
2012-05-22,2012-05-22,Forex - AUD/USD dips on Papademos comments
2012-05-22,2012-05-22,Forex - Dollar firms on Papademos comments over euro exit
2012-05-22,2012-05-22,Forex - EUR/USD lower on talk Greece has euro exit route
2012-05-22,2012-05-22,Forex - EUR/USD down at the end of U.S. session
2012-05-22,2012-05-22,Forex - EUR/USD down in U.S. trading hours
2012-05-22,2012-05-22,Forex - USD/JPY up in U.S. trade
2012-05-22,2012-05-22,Dollar remains higher after upbeat U.S. home sales data
2012-05-22,2012-05-22,Forex - GBP/USD off two-day low after U.S. data
2012-05-22,2012-05-22,Forex - GBP/USD off two-day low after U.S. data
2012-05-22,2012-05-22,Forex - EUR/USD trims losses after U.S. housing data
2012-05-22,2012-05-22,Forex - USD/CAD edges higher in subdued trade
2012-05-22,2012-05-22,"Forex - EUR/JPY edges up to 3-day high, gains limited"
2012-05-22,2012-05-22,Dollar remains higher as EU summit in focus
2012-05-22,2012-05-22,Forex - GBP/USD remains lower as U.K. data weighs
2012-05-22,2012-05-22,"Forex - EUR/USD lower, but supported ahead of EU summit"
2012-05-22,2012-05-22,Euro lower vs. counterparts as EU summit in focus
2012-05-22,2012-05-22,Forex - USD/CHF higher as markets eye EU summit
2012-05-22,2012-05-22,Forex - GBP/USD erases gains after U.K. inflation slows
2012-05-22,2012-05-22,Dollar pushes higher in cautious trade
2012-05-22,2012-05-22,Forex - GBP/USD steady ahead of U.K. inflation data
2012-05-22,2012-05-22,Forex - USD/JPY higher as BoJ policy meeting begins
2012-05-22,2012-05-22,"Forex - AUD/USD steady, focus on EU talks"
2012-05-22,2012-05-22,Forex - NZD/USD edges up to 3-day high on E.Z. hopes
2012-05-22,2012-05-22,Forex - EUR/USD lower as focus shifts to EU summit
2012-05-21,2012-05-21,Forex - Dollar regains strength as Greek fears resurface
2012-05-21,2012-05-21,Forex - USD/JPY extends gains on growing talk of BoJ easing
2012-05-21,2012-05-21,Forex - EUR/USD steady on hopes Greece will stick with euro
2012-05-21,2012-05-21,Forex - EUR/USD up at the end of U.S. session
2012-05-21,2012-05-21,Forex - EUR/USD down in U.S. trading hours
2012-05-21,2012-05-21,Forex - USD/JPY up in U.S. trade
2012-05-21,2012-05-21,Forex - EUR/USD up in U.S. trade
2012-05-21,2012-05-21,Dollar mixed amid sustained fears over Greek exit
2012-05-21,2012-05-21,"Forex - GBP/USD almost unchanged, focus on euro zone"
2012-05-21,2012-05-21,"Forex - EUR/USD extends losses, hits fresh session low"
2012-05-21,2012-05-21,Forex - USD/CAD hits fresh 4-month high
2012-05-21,2012-05-21,"Forex - EUR/JPY trims gains as focus remains on Greece, Spain"
2012-05-21,2012-05-21,Dollar turns broadly higher amid euro zone worries
2012-05-21,2012-05-21,"Forex - GBP/USD erases gains, E.Z. concerns dominate"
2012-05-21,2012-05-21,Forex - EUR/USD remains lower on E.Z. worries
2012-05-21,2012-05-21,Euro under pressure as Greece turmoil weighs
2012-05-21,2012-05-21,Forex - USD/CHF steady in cautious trade
2012-05-21,2012-05-21,Forex - EUR/GBP hovering below 2-week high
2012-05-21,2012-05-21,"Dollar slips lower but Greece, Spain fears support"
2012-05-21,2012-05-21,"Forex - GBP/USD edges higher, Greece worries cap gains"
2012-05-21,2012-05-21,Forex - USD/JPY off 3-month low on BoJ easing speculation
2012-05-21,2012-05-21,"Forex - NZD/USD almost unchanged, focus on E.Z."
2012-05-21,2012-05-21,Forex - AUD/USD steady after G8 summit
2012-05-21,2012-05-21,Forex - EUR/USD slips lower on Greece worries
2012-05-20,2012-05-20,Forex - Dollar drops on soothing G8 comments
2012-05-20,2012-05-20,Forex - USD/JPY firms on talk of BoJ easing
2012-05-20,2012-05-20,Forex - EUR/USD dips as Greek fears rekindle
2012-05-20,2012-05-20,Forex - GBP/USD down during the Asian session
2012-05-20,2012-05-20,Forex - EUR/USD down during the Asian session
2012-05-20,2012-05-20,Forex - USD/JPY up in Asian trade
2012-05-20,2012-05-20,Forex - EUR/USD weekly outlook: May 21 - 25
2012-05-20,2012-05-20,Forex - GBP/USD weekly outlook: May 21 - 25
2012-05-20,2012-05-20,Forex - NZD/USD weekly outlook: May 21 - 25
2012-05-20,2012-05-20,Forex - AUD/USD weekly outlook: May 21 - 25
2012-05-20,2012-05-20,Forex - USD/CAD weekly outlook: May 21 - 25
2012-05-20,2012-05-20,Forex - Weekly outlook: May 21 - 25
2012-05-18,2012-05-18,Forex - USD/CAD steady amid ongoing Greek concerns
2012-05-18,2012-05-18,Forex - USD/CAD firms as euro sends greenback down
2012-05-18,2012-05-18,"Forex - Dollar drops euro's rebound, Fed easing talk"
2012-05-18,2012-05-18,Forex - EUR/USD rebounds amid bottom fishing
2012-05-18,2012-05-18,Forex - EUR/USD up during the European session
2012-05-18,2012-05-18,Forex - GBP/JPY up in European trading hours
2012-05-18,2012-05-18,Forex - NZD/USD down during the European session
2012-05-18,2012-05-18,Forex - EUR/CHF up in European trade
2012-05-18,2012-05-18,Forex - USD/CAD down in European trading hours
2012-05-18,2012-05-18,Forex - EUR/GBP down during the European session
2012-05-18,2012-05-18,Forex - GBP/CHF down in European trade
2012-05-18,2012-05-18,Forex - AUD/USD down in European trading hours
2012-05-18,2012-05-18,Forex - USD/CHF up during the European session
2012-05-18,2012-05-18,Forex - EUR/USD down in European trading hours
2012-05-18,2012-05-18,Forex - GBP/USD down during the European session
2012-05-18,2012-05-18,Forex - EUR/GBP down during the European session
2012-05-18,2012-05-18,Forex - EUR/USD down during the Asian session
2012-05-18,2012-05-18,Forex - GBP/USD down in Asian trade
2012-05-18,2012-05-18,Forex - EUR/CHF up in Asian trading hours
2012-05-18,2012-05-18,Forex - USD/CHF up during Asian trade
2012-05-18,2012-05-18,Forex - EUR/GBP up during the Asian session
2012-05-17,2012-05-17,Forex - USD/JPY up during Asian trade
2012-05-17,2012-05-17,Forex - USD/CAD up in Asian trading hours
2012-05-17,2012-05-17,Forex - AUD/USD down during Asian trade
2012-05-17,2012-05-17,Forex - EUR/USD down during the Asian session
2012-05-17,2012-05-17,Forex - EUR/JPY down during Asian trade
2012-05-17,2012-05-17,Forex - GBP/JPY up during the Asian session
2012-05-17,2012-05-17,Forex - EUR/USD up in Asian trade
2012-05-17,2012-05-17,Forex - USD/JPY up during Asian trade
2012-05-17,2012-05-17,Forex - EUR/USD down during the Asian session
2012-05-17,2012-05-17,Forex - NZD/USD down in Asian trade
2012-05-17,2012-05-17,Forex - EUR/USD down at the end of U.S. session
2012-05-17,2012-05-17,Forex - USD/CAD up in U.S. trade
2012-05-17,2012-05-17,Forex - USD/CAD up in U.S. trade
2012-05-17,2012-05-17,Forex - EUR/USD down in U.S. trading hours
2012-05-17,2012-05-17,Forex - AUD/USD up in U.S. trade
2012-05-17,2012-05-17,Forex - NZD/USD up during the U.S. session
2012-05-17,2012-05-17,Dollar mixed as U.S. data fuels Fed easing concerns
2012-05-17,2012-05-17,Forex - GBP/USD remains lower after Philly Fed data
2012-05-17,2012-05-17,Forex - EUR/USD erases losses after Philly Fed falls
2012-05-17,2012-05-17,Forex - USD/CAD higher as euro zone fears boost safe haven demand
2012-05-17,2012-05-17,Forex - EUR/JPY trades close to 3 ½ month low
2012-05-17,2012-05-17,Dollar strengthens as euro zone fears escalate
2012-05-17,2012-05-17,"Forex - GBP/USD pushes lower on euro zone, BoE worries"
2012-05-17,2012-05-17,"Forex - EUR/USD extends losses, hits fresh 4-month low"
2012-05-17,2012-05-17,"Euro pressured lower by Greece worries, Spain auction"
2012-05-17,2012-05-17,Forex - USD/CHF little changed near 4-month high
2012-05-17,2012-05-17,Forex - EUR/GBP pushes higher on BoE easing concerns
2012-05-17,2012-05-17,Forex - EUR/USD erases gains after Spanish bond auction
2012-05-17,2012-05-17,Dollar in narrow ranges as markets firm up after sell-off
2012-05-17,2012-05-17,Forex - GBP/USD near 1-month low on easing concerns
2012-05-17,2012-05-17,Forex - USD/JPY steady as Greece events dominate
2012-05-17,2012-05-17,"Forex - AUD/USD off 5-month low, focus remains on Greece"
2012-05-17,2012-05-17,"Forex - NZD/USD higher, gains limited by E.Z. fears"
2012-05-17,2012-05-17,Forex - EUR/USD edges higher but Greece worries persist
2012-05-17,2012-05-17,Forex - USD/JPY down on economic data
2012-05-16,2012-05-16,"Forex - USD/JPY dips on growth data, Fed language"
2012-05-16,2012-05-16,"Forex - Dollar drops on robust Japan growth figures, Fed talk"
2012-05-16,2012-05-16,"Forex - EUR/USD steady on U.S. data, Greek turmoil"
2012-05-16,2012-05-16,Forex - NZD/USD up on economic data
2012-05-16,2012-05-16,Forex - EUR/USD down at the end of U.S. session
2012-05-16,2012-05-16,Forex - EUR/USD down in U.S. trading hours
2012-05-16,2012-05-16,Forex - USD/JPY up in U.S. trade
2012-05-16,2012-05-16,Forex - EUR/USD down in U.S. trade
2012-05-16,2012-05-16,Dollar mixed as Greece hopes buoy sentiment
2012-05-16,2012-05-16,Forex - GBP/USD remains lower after U.S. data
2012-05-16,2012-05-16,"Forex - EUR/USD edges higher, but upside limited"
2012-05-16,2012-05-16,"Forex - EUR/USD edges higher, but upside limited"
2012-05-16,2012-05-16,"Forex - USD/CAD pares gains, eases off 4-month high"
2012-05-16,2012-05-16,Forex - EUR/JPY higher but upside limited
2012-05-16,2012-05-16,Dollar eases as market sentiment steadies
2012-05-16,2012-05-16,"Forex - GBP/USD pares losses, Greece concerns remain"
2012-05-16,2012-05-16,Forex - EUR/USD finds support but remains vulnerable
2012-05-16,2012-05-16,Forex - EUR/GBP pulls back from 3-1/2 year low after BoE report
2012-05-16,2012-05-16,Forex - GBP/USD extends losses after BoE inflation report
2012-05-16,2012-05-16,Forex - USD/CHF close to 4-month high in risk-off trade
2012-05-16,2012-05-16,Dollar broadly higher vs. rivals on Greece woes
2012-05-16,2012-05-16,Forex - GBP/USD hits 1-month low on Greece fears
2012-05-16,2012-05-16,Forex - USD/JPY rises to 2-week high as Greece woes weigh
2012-05-16,2012-05-16,"Forex - NZD/USD tumbles to 5-month low, eyes on Greece"
2012-05-16,2012-05-16,Forex - AUD/USD falls to lowest level in 2012
2012-05-16,2012-05-16,Forex - EUR/USD hits fresh 4-month low on Greece exit fears
2012-05-15,2012-05-15,Forex - USD/CAD gains on building Greek political concerns
2012-05-15,2012-05-15,"Forex - AUD/USD dips on Greek fears, confidence data"
2012-05-15,2012-05-15,Forex - U.S. dollar surges on Greek talk breakdown
2012-05-15,2012-05-15,"Forex - EUR/USD slammed to four month low on Greece, Italy downgrades"
2012-05-15,2012-05-15,Dollar pushes higher as Greece to hold fresh elections
2012-05-15,2012-05-15,Forex - GBP/USD remains lower on Greece impasse
2012-05-15,2012-05-15,Forex - EUR/USD hits fresh 4-month low after Greece talks fail
2012-05-15,2012-05-15,Forex - USD/CAD trims losses as Greece to hold fresh elections
2012-05-15,2012-05-15,Forex - EUR/JPY unchanged after mixed U.S. data
2012-05-15,2012-05-15,Dollar mixed as German GDP data supports sentiment
2012-05-15,2012-05-15,Forex - GPB/USD falls to 1-month low amid Greece worries
2012-05-15,2012-05-15,Forex - EUR/USD holds gains as German GDP data lends support
2012-05-15,2012-05-15,Euro firms up but remains vulnerable on Greece
2012-05-15,2012-05-15,Forex - USD/CHF lower but safe haven demand supported
2012-05-15,2012-05-15,Forex - EUR/GBP holds gains after euro zone GDP data
2012-05-15,2012-05-15,Dollar mixed vs. rivals as markets eye Greece
2012-05-15,2012-05-15,Forex - GBP/USD steady as market sentiment firms up
2012-05-15,2012-05-15,Forex - USD/JPY edges higher in risk off trade
2012-05-15,2012-05-15,"Forex - NZD/USD higher but gains limited, focus on Greece"
2012-05-15,2012-05-15,Forex - USD/JPY edges higher in risk off trade
2012-05-15,2012-05-15,"Forex - NZD/USD higher but gains limited, focus on Greece"
2012-05-15,2012-05-15,Forex - AUD/USD off 5-month low but remains under parity
2012-05-15,2012-05-15,Forex - EUR/USD edges higher but upside limited
2012-05-14,2012-05-14,Forex - Dollar extends gains on brewing Greek debt concerns
2012-05-14,2012-05-14,Forex - AUD/USD steady after five-month low on Greek fears
2012-05-14,2012-05-14,Forex - EUR/USD recovers losses amid Greek turmoil
2012-05-14,2012-05-14,"Forex - Greenback soars on Greek fears, risk flight"
2012-05-14,2012-05-14,Forex -  EUR/USD plunges as Greek euro zone exit weighed
2012-05-14,2012-05-14,Dollar broadly higher as Greece fears fuel risk aversion
2012-05-14,2012-05-14,"Forex - GBP/USD edges higher, gains limited by Greece fears"
2012-05-14,2012-05-14,"Forex - EUR/USD extends losses, hits 4-month low"
2012-05-14,2012-05-14,Forex - USD/CAD rises as Greece fears hit sentiment
2012-05-14,2012-05-14,"Forex - EUR/JPY falls to 3-month low, eyes on Athens"
2012-05-14,2012-05-14,Dollar broadly higher as Greece fears spur flight to safety
2012-05-14,2012-05-14,Forex - GBP/USD remains supported as Greece fears weigh
2012-05-14,2012-05-14,Forex - EUR/USD pushes lower on Greek deadlock
2012-05-14,2012-05-14,Euro broadly lower as Greece worries persist
2012-05-14,2012-05-14,Forex - EUR/GBP close to 3-1/2 year low on Greece concerns
2012-05-14,2012-05-14,Forex - USD/CHF hits four-month high in risk-off trade
2012-05-14,2012-05-14,Dollar stronger as Greece woes fuel safe haven demand
2012-05-14,2012-05-14,Forex - GBP/USD little changed as Greece woes hit sentiment
2012-05-14,2012-05-14,Forex - USD/JPY rises to 6-day high in risk-off trade
2012-05-14,2012-05-14,Forex - AUD/USD hits 5-month low as Greece turmoil weighs
2012-05-14,2012-05-14,"Forex - NZD/USD falls to 4-month low, focus on Greece"
2012-05-14,2012-05-14,Forex - EUR/USD close to 4-month low on Greece worries
2012-05-13,2012-05-13,Forex - AUD/USD falls on Greek political fears
2012-05-13,2012-05-13,Forex - USD/CAD gains as Canadian jobs optimism wanes
2012-05-13,2012-05-13,"Forex - Dollar gains on Greek fears, China data"
2012-05-13,2012-05-13,Forex - EUR/USD falls as new Greek elections loom
2012-05-13,2012-05-13,Forex - NZD/USD down on economic data
2012-05-13,2012-05-13,Forex - USD/JPY up in Asian trade
2012-05-13,2012-05-13,Forex - EUR/USD down during the Asian session
2012-05-13,2012-05-13,Forex - EUR/USD weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - GBP/USD weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - USD/CAD weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - NZD/USD weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - AUD/USD weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - USD/CHF weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - USD/JPY weekly outlook: May 14 - 18
2012-05-13,2012-05-13,Forex - Weekly outlook: May 14 - 18
2012-05-11,2012-05-11,Forex - USD/CAD firms on Canadian jobs report
2012-05-11,2012-05-11,"Forex - Dollar gains on JPMorgan loss, consumer sentiment"
2012-05-11,2012-05-11,Forex - EUR/USD up on talk Greece to stick with euro
2012-05-11,2012-05-11,"Greenback mixed on JP Morgan trading loss, Greek progress"
2012-05-11,2012-05-11,Forex - Euro firms as Greece decides to retain euro zone membership
2012-05-11,2012-05-11,Forex - AUD/USD down in European trading hours
2012-05-11,2012-05-11,Forex - USD/CHF down during the European session
2012-05-11,2012-05-11,Forex - GBP/USD down on economic data
2012-05-11,2012-05-11,Forex - GBP/USD down during the European session
2012-05-11,2012-05-11,Forex - EUR/GBP up during the European session
2012-05-11,2012-05-11,Forex - EUR/CHF up in Asian trading hours
2012-05-11,2012-05-11,Forex - USD/CHF up during Asian trade
2012-05-11,2012-05-11,Forex - EUR/GBP up during the Asian session
2012-05-10,2012-05-10,Forex - USD/JPY down during Asian trade
2012-05-10,2012-05-10,Forex - USD/CAD up in Asian trading hours
2012-05-10,2012-05-10,Forex - AUD/USD down during Asian trade
2012-05-10,2012-05-10,Forex - EUR/USD down during the Asian session
2012-05-10,2012-05-10,Forex - EUR/JPY down during Asian trade
2012-05-10,2012-05-10,Forex - GBP/JPY down during the Asian session
2012-05-10,2012-05-10,Forex - EUR/USD down in Asian trade
2012-05-10,2012-05-10,Forex - USD/JPY down during Asian trade
2012-05-10,2012-05-10,Forex - GBP/USD down during the Asian session
2012-05-10,2012-05-10,Forex - NZD/USD down in Asian trade
2012-05-10,2012-05-10,Forex - Greenback slips on Greek political hopes
2012-05-10,2012-05-10,"Forex - EUR/USD lower on Greek bailout confirmation, political hopes"
2012-05-10,2012-05-10,Dollar remains broadly lower amid Greece hopes
2012-05-10,2012-05-10,Forex - GBP/USD rises to 2-day high on U.K. growth estimate
2012-05-10,2012-05-10,Forex - EUR/USD pushes higher on Greece hopes
2012-05-10,2012-05-10,Forex - USD/CAD falls to 2-day low after U.S. data
2012-05-10,2012-05-10,Forex - EUR/JPY rises but upside limited
2012-05-10,2012-05-10,Dollar turns broadly lower ahead of U.S. data
2012-05-10,2012-05-10,"Forex - EUR/USD remains moderately higher, eyes on E.Z."
2012-05-10,2012-05-10,Forex - GBP/USD shoots higher after BoE leaves QE unchanged
2012-05-10,2012-05-10,Euro mixed vs. rivals as Greece turmoil dominates
